game_id,game_date,H_A,Team_Abbrev,Team_Score,Opponent_Abbrev,Opponent_Score
202204100BRK,4/10/2022,A,IND,126,BRK,134
202204100CHO,4/10/2022,A,WAS,108,CHO,124
202204100CLE,4/10/2022,A,MIL,115,CLE,133
202204100DAL,4/10/2022,A,SAS,120,DAL,130
202204100DEN,4/10/2022,A,LAL,146,DEN,141
202204100HOU,4/10/2022,A,ATL,130,HOU,114
202204100LAC,4/10/2022,A,OKC,88,LAC,138
202204100MEM,4/10/2022,A,BOS,139,MEM,110
202204100MIN,4/10/2022,A,CHI,124,MIN,120
202204100NOP,4/10/2022,A,GSW,128,NOP,107
202204100NYK,4/10/2022,A,TOR,94,NYK,105
202204100ORL,4/10/2022,A,MIA,111,ORL,125
202204100PHI,4/10/2022,A,DET,106,PHI,118
202204100PHO,4/10/2022,A,SAC,116,PHO,109
202204100POR,4/10/2022,A,UTA,111,POR,80
202204090LAC,4/9/2022,A,SAC,98,LAC,117
202204050SAC,4/5/2022,H,SAC,109,NOP,123
202204030SAC,4/3/2022,H,SAC,90,GSW,109
202204010HOU,4/1/2022,A,SAC,122,HOU,117
202203300HOU,3/30/2022,A,SAC,121,HOU,118
202203280MIA,3/28/2022,A,SAC,100,MIA,123
202203260ORL,3/26/2022,A,SAC,114,ORL,110
202203230IND,3/23/2022,A,SAC,110,IND,109
202203200SAC,3/20/2022,H,SAC,124,PHO,127
202203180SAC,3/18/2022,H,SAC,97,BOS,126
202203160SAC,3/16/2022,H,SAC,126,MIL,135
202203140SAC,3/14/2022,H,SAC,112,CHI,103
202203120UTA,3/12/2022,A,SAC,125,UTA,134
202203090SAC,3/9/2022,H,SAC,100,DEN,106
202203070SAC,3/7/2022,H,SAC,115,NYK,131
202203050DAL,3/5/2022,A,SAC,113,DAL,114
202203030SAS,3/3/2022,A,SAC,115,SAS,112
202203020NOP,3/2/2022,A,SAC,95,NOP,125
202202280OKC,2/28/2022,A,SAC,131,OKC,110
202202260DEN,2/26/2022,A,SAC,110,DEN,115
202202240SAC,2/24/2022,H,SAC,110,DEN,128
202202140BRK,2/14/2022,A,SAC,85,BRK,109
202202120WAS,2/12/2022,A,SAC,123,WAS,110
202202090SAC,2/9/2022,H,SAC,132,MIN,119
202202080SAC,2/8/2022,H,SAC,114,MIN,134
202202050SAC,2/5/2022,H,SAC,113,OKC,103
202202030GSW,2/3/2022,A,SAC,114,GSW,126
202110200POR,10/20/2021,A,SAC,124,POR,121
202110220SAC,10/22/2021,H,SAC,101,UTA,110
202110240SAC,10/24/2021,H,SAC,107,GSW,119
202110270PHO,10/27/2021,A,SAC,110,PHO,107
202110290NOP,10/29/2021,A,SAC,113,NOP,109
202110310DAL,10/31/2021,A,SAC,99,DAL,105
202111020UTA,11/2/2021,A,SAC,113,UTA,119
202111030SAC,11/3/2021,H,SAC,112,NOP,99
202111050SAC,11/5/2021,H,SAC,140,CHO,110
202111070SAC,11/7/2021,H,SAC,91,IND,94
202111080SAC,11/8/2021,H,SAC,104,PHO,109
202111100SAS,11/10/2021,A,SAC,117,SAS,136
202111120OKC,11/12/2021,A,SAC,103,OKC,105
202111150DET,11/15/2021,A,SAC,129,DET,107
202111170MIN,11/17/2021,A,SAC,97,MIN,107
202111190SAC,11/19/2021,H,SAC,89,TOR,108
202111200SAC,11/20/2021,H,SAC,105,UTA,123
202111220SAC,11/22/2021,H,SAC,94,PHI,102
202111240SAC,11/24/2021,H,SAC,125,POR,121
202112080SAC,12/8/2021,H,SAC,142,ORL,130
202112100CHO,12/10/2021,A,SAC,123,CHO,124
202112110CLE,12/11/2021,A,SAC,103,CLE,117
202112130TOR,12/13/2021,A,SAC,101,TOR,124
202112150SAC,12/15/2021,H,SAC,119,WAS,105
202112290SAC,12/29/2021,H,SAC,95,DAL,94
202112310SAC,12/31/2021,H,SAC,96,DAL,112
202201020SAC,1/2/2022,H,SAC,115,MIA,113
202201040LAL,1/4/2022,A,SAC,114,LAL,122
202201050SAC,1/5/2022,H,SAC,102,ATL,108
202201070DEN,1/7/2022,A,SAC,111,DEN,121
202201090POR,1/9/2022,A,SAC,88,POR,103
202201100SAC,1/10/2022,H,SAC,108,CLE,109
202201120SAC,1/12/2022,H,SAC,125,LAL,116
202201140SAC,1/14/2022,H,SAC,126,HOU,114
202201160SAC,1/16/2022,H,SAC,112,HOU,118
202201190SAC,1/19/2022,H,SAC,131,DET,133
202201220MIL,1/22/2022,A,SAC,127,MIL,133
202201250BOS,1/25/2022,A,SAC,75,BOS,128
202201260ATL,1/26/2022,A,SAC,104,ATL,121
202201290PHI,1/29/2022,A,SAC,101,PHI,103
202201310NYK,1/31/2022,A,SAC,96,NYK,116
202202020SAC,2/2/2022,H,SAC,112,BRK,101
202111260LAL,11/26/2021,A,SAC,141,LAL,137
202111280MEM,11/28/2021,A,SAC,101,MEM,128
202111300SAC,11/30/2021,H,SAC,92,LAL,117
202112010LAC,12/1/2021,A,SAC,124,LAC,115
202112040SAC,12/4/2021,H,SAC,104,LAC,99
202202160CHI,2/16/2022,A,SAC,118,CHI,125
202112170SAC,12/17/2021,H,SAC,105,MEM,124
202112190SAC,12/19/2021,H,SAC,121,SAS,114
202112200GSW,12/20/2021,A,SAC,98,GSW,113
202112220SAC,12/22/2021,H,SAC,89,LAC,105
202112260SAC,12/26/2021,H,SAC,102,MEM,127
202112280SAC,12/28/2021,H,SAC,117,OKC,111
202204060LAC,4/6/2022,H,LAC,113,PHO,109
202204030LAC,4/3/2022,H,LAC,119,NOP,100
202203310CHI,3/31/2022,A,LAC,130,CHI,135
202203290LAC,3/29/2022,H,LAC,121,UTA,115
202110210GSW,10/21/2021,A,LAC,113,GSW,115
202110230LAC,10/23/2021,H,LAC,114,MEM,120
202110250LAC,10/25/2021,H,LAC,116,POR,86
202110270LAC,10/27/2021,H,LAC,79,CLE,92
202110290POR,10/29/2021,A,LAC,92,POR,111
202111010LAC,11/1/2021,H,LAC,99,OKC,94
202111030MIN,11/3/2021,A,LAC,126,MIN,115
202111050MIN,11/5/2021,A,LAC,104,MIN,84
202111070LAC,11/7/2021,H,LAC,120,CHO,106
202111090LAC,11/9/2021,H,LAC,117,POR,109
202111110LAC,11/11/2021,H,LAC,112,MIA,109
202111130LAC,11/13/2021,H,LAC,129,MIN,102
202111140LAC,11/14/2021,H,LAC,90,CHI,100
202111160LAC,11/16/2021,H,LAC,106,SAS,92
202111180MEM,11/18/2021,A,LAC,108,MEM,120
202111190NOP,11/19/2021,A,LAC,81,NOP,94
202111210LAC,11/21/2021,H,LAC,97,DAL,91
202111230LAC,11/23/2021,H,LAC,104,DAL,112
202111260LAC,11/26/2021,H,LAC,107,DET,96
202111280LAC,11/28/2021,H,LAC,90,GSW,105
202111290LAC,11/29/2021,H,LAC,104,NOP,123
202112030LAL,12/3/2021,A,LAC,119,LAL,115
202112060POR,12/6/2021,A,LAC,102,POR,90
202112080LAC,12/8/2021,H,LAC,114,BOS,111
202112200LAC,12/20/2021,H,LAC,92,SAS,116
202204010MIL,4/1/2022,A,LAC,153,MIL,119
202203250LAC,3/25/2022,H,LAC,97,PHI,122
202203220DEN,3/22/2022,A,LAC,115,DEN,127
202203180UTA,3/18/2022,A,LAC,92,UTA,121
202203160LAC,3/16/2022,H,LAC,100,TOR,103
202203140CLE,3/14/2022,A,LAC,111,CLE,120
202203130DET,3/13/2022,A,LAC,106,DET,102
202203110ATL,3/11/2022,A,LAC,106,ATL,112
202203090LAC,3/9/2022,H,LAC,115,WAS,109
202203080GSW,3/8/2022,A,LAC,97,GSW,112
202203060LAC,3/6/2022,H,LAC,93,NYK,116
202203030LAC,3/3/2022,H,LAC,132,LAL,111
202203010HOU,3/1/2022,A,LAC,113,HOU,100
202202270HOU,2/27/2022,A,LAC,99,HOU,98
202202250LAL,2/25/2022,A,LAC,105,LAL,102
202202170LAC,2/17/2022,H,LAC,142,HOU,111
202202150PHO,2/15/2022,A,LAC,96,PHO,103
202202140LAC,2/14/2022,H,LAC,119,GSW,104
202202120DAL,2/12/2022,A,LAC,99,DAL,97
202202100DAL,2/10/2022,A,LAC,105,DAL,112
202202080MEM,2/8/2022,A,LAC,109,MEM,135
202202060LAC,2/6/2022,H,LAC,113,MIL,137
202202030LAC,2/3/2022,H,LAC,111,LAL,110
202112180OKC,12/18/2021,A,LAC,103,OKC,104
202201060PHO,1/6/2022,A,LAC,89,PHO,106
202201080LAC,1/8/2022,H,LAC,108,MEM,123
202201090LAC,1/9/2022,H,LAC,106,ATL,93
202201110LAC,1/11/2022,H,LAC,87,DEN,85
202201130NOP,1/13/2022,A,LAC,89,NOP,113
202201150SAS,1/15/2022,A,LAC,94,SAS,101
202201170LAC,1/17/2022,H,LAC,139,IND,133
202201210PHI,1/21/2022,A,LAC,102,PHI,101
202201230NYK,1/23/2022,A,LAC,102,NYK,110
202201250WAS,1/25/2022,A,LAC,116,WAS,115
202201260ORL,1/26/2022,A,LAC,111,ORL,102
202201280MIA,1/28/2022,A,LAC,114,MIA,121
202201310IND,1/31/2022,A,LAC,116,IND,122
202112260LAC,12/26/2021,H,LAC,100,DEN,103
202112110LAC,12/11/2021,H,LAC,106,ORL,104
202112130LAC,12/13/2021,H,LAC,111,PHO,95
202112150UTA,12/15/2021,A,LAC,103,UTA,124
202201190DEN,1/19/2022,A,LAC,128,DEN,130
202201300CHO,1/30/2022,A,LAC,115,CHO,90
202112270LAC,12/27/2021,H,LAC,108,BRK,124
202112290BOS,12/29/2021,A,LAC,91,BOS,82
202112310TOR,12/31/2021,A,LAC,108,TOR,116
202201010BRK,1/1/2022,A,LAC,120,BRK,116
202201030LAC,1/3/2022,H,LAC,104,MIN,122
202204090MEM,4/9/2022,A,NOP,114,MEM,141
202204070NOP,4/7/2022,H,NOP,127,POR,94
202204010LAL,4/1/2022,A,NOP,114,LAL,111
202203300POR,3/30/2022,A,NOP,117,POR,107
202203270NOP,3/27/2022,H,NOP,116,LAL,108
202203260NOP,3/26/2022,H,NOP,103,SAS,107
202203240NOP,3/24/2022,H,NOP,126,CHI,109
202203210CHO,3/21/2022,A,NOP,103,CHO,106
202203200ATL,3/20/2022,A,NOP,117,ATL,112
202203180SAS,3/18/2022,A,NOP,124,SAS,91
202203150NOP,3/15/2022,H,NOP,115,PHO,131
202203090NOP,3/9/2022,H,NOP,102,ORL,108
202203080MEM,3/8/2022,A,NOP,111,MEM,132
202203060DEN,3/6/2022,A,NOP,130,DEN,138
202203040NOP,3/4/2022,H,NOP,124,UTA,90
202202270LAL,2/27/2022,A,NOP,123,LAL,95
202202250PHO,2/25/2022,A,NOP,117,PHO,102
202202170NOP,2/17/2022,H,NOP,118,DAL,125
202202150NOP,2/15/2022,H,NOP,109,MEM,121
202202140NOP,2/14/2022,H,NOP,120,TOR,90
202202120NOP,2/12/2022,H,NOP,114,SAS,124
202202100NOP,2/10/2022,H,NOP,97,MIA,112
202203130NOP,3/13/2022,H,NOP,130,HOU,105
202203110NOP,3/11/2022,H,NOP,120,CHO,142
202202040DEN,2/4/2022,A,NOP,113,DEN,105
202202080NOP,2/8/2022,H,NOP,110,HOU,97
202202060HOU,2/6/2022,A,NOP,120,HOU,107
202110200NOP,10/20/2021,H,NOP,97,PHI,117
202110220CHI,10/22/2021,A,NOP,112,CHI,128
202110230MIN,10/23/2021,A,NOP,89,MIN,96
202110250MIN,10/25/2021,A,NOP,107,MIN,98
202110270NOP,10/27/2021,H,NOP,99,ATL,102
202111050GSW,11/5/2021,A,NOP,85,GSW,126
202111080DAL,11/8/2021,A,NOP,92,DAL,108
202111130NOP,11/13/2021,H,NOP,112,MEM,101
202111150WAS,11/15/2021,A,NOP,100,WAS,105
202111170MIA,11/17/2021,A,NOP,98,MIA,113
202111200IND,11/20/2021,A,NOP,94,IND,111
202111220NOP,11/22/2021,H,NOP,96,MIN,110
202111240NOP,11/24/2021,H,NOP,127,WAS,102
202111260UTA,11/26/2021,A,NOP,98,UTA,97
202111270UTA,11/27/2021,A,NOP,105,UTA,127
202112010NOP,12/1/2021,H,NOP,107,DAL,139
202112030DAL,12/3/2021,A,NOP,107,DAL,91
202112050HOU,12/5/2021,A,NOP,108,HOU,118
202112080NOP,12/8/2021,H,NOP,114,DEN,120
202112100NOP,12/10/2021,H,NOP,109,DET,93
202112120SAS,12/12/2021,A,NOP,97,SAS,112
202112150OKC,12/15/2021,A,NOP,113,OKC,110
202112170NOP,12/17/2021,H,NOP,116,MIL,112
202112210NOP,12/21/2021,H,NOP,111,POR,97
202112230ORL,12/23/2021,A,NOP,110,ORL,104
202112260OKC,12/26/2021,A,NOP,112,OKC,117
202201030NOP,1/3/2022,H,NOP,104,UTA,115
202201040NOP,1/4/2022,H,NOP,110,PHO,123
202201060NOP,1/6/2022,H,NOP,101,GSW,96
202201090TOR,1/9/2022,A,NOP,101,TOR,105
202201110NOP,1/11/2022,H,NOP,128,MIN,125
202201150BRK,1/15/2022,A,NOP,105,BRK,120
202201170BOS,1/17/2022,A,NOP,92,BOS,104
202201200NYK,1/20/2022,A,NOP,102,NYK,91
202201250PHI,1/25/2022,A,NOP,107,PHI,117
202202010DET,2/1/2022,A,NOP,111,DET,101
202110300NOP,10/30/2021,H,NOP,117,NYK,123
202111020PHO,11/2/2021,A,NOP,100,PHO,112
202111100NOP,11/10/2021,H,NOP,100,OKC,108
202111120NOP,11/12/2021,H,NOP,112,BRK,120
202201010MIL,1/1/2022,A,NOP,113,MIL,136
202201240NOP,1/24/2022,H,NOP,117,IND,113
202201280NOP,1/28/2022,H,NOP,105,DEN,116
202201290NOP,1/29/2022,H,NOP,97,BOS,107
202201310CLE,1/31/2022,A,NOP,90,CLE,93
202112280NOP,12/28/2021,H,NOP,108,CLE,104
202203180ATL,3/18/2022,A,MEM,105,ATL,120
202203130OKC,3/13/2022,A,MEM,125,OKC,118
202203110MEM,3/11/2022,H,MEM,118,NYK,114
202203060HOU,3/6/2022,A,MEM,112,HOU,123
202203050MEM,3/5/2022,H,MEM,124,ORL,96
202203030BOS,3/3/2022,A,MEM,107,BOS,120
202202280MEM,2/28/2022,H,MEM,118,SAS,105
202202260CHI,2/26/2022,A,MEM,116,CHI,110
202202240MIN,2/24/2022,A,MEM,114,MIN,119
202202160MEM,2/16/2022,H,MEM,119,POR,123
202202120CHO,2/12/2022,A,MEM,125,CHO,118
202202100DET,2/10/2022,A,MEM,132,DET,107
202202050ORL,2/5/2022,A,MEM,135,ORL,115
202110200MEM,10/20/2021,H,MEM,132,CLE,121
202110240LAL,10/24/2021,A,MEM,118,LAL,121
202110270POR,10/27/2021,A,MEM,96,POR,116
202110280GSW,10/28/2021,A,MEM,104,GSW,101
202110300MEM,10/30/2021,H,MEM,103,MIA,129
202111010MEM,11/1/2021,H,MEM,106,DEN,97
202111030MEM,11/3/2021,H,MEM,108,DEN,106
202111050WAS,11/5/2021,A,MEM,87,WAS,115
202111080MEM,11/8/2021,H,MEM,125,MIN,118
202111100MEM,11/10/2021,H,MEM,108,CHO,118
202111120MEM,11/12/2021,H,MEM,94,PHO,119
202111150MEM,11/15/2021,H,MEM,136,HOU,102
202111200MIN,11/20/2021,A,MEM,95,MIN,138
202111220UTA,11/22/2021,A,MEM,119,UTA,118
202111240MEM,11/24/2021,H,MEM,113,TOR,126
202111260MEM,11/26/2021,H,MEM,100,ATL,132
202112200MEM,12/20/2021,H,MEM,99,OKC,102
202112230GSW,12/23/2021,A,MEM,104,GSW,113
202112270PHO,12/27/2021,A,MEM,114,PHO,113
202112290MEM,12/29/2021,H,MEM,104,LAL,99
202112310MEM,12/31/2021,H,MEM,118,SAS,105
202201030BRK,1/3/2022,A,MEM,118,BRK,104
202201040CLE,1/4/2022,A,MEM,110,CLE,106
202201060MEM,1/6/2022,H,MEM,118,DET,88
202201090LAL,1/9/2022,A,MEM,127,LAL,119
202201110MEM,1/11/2022,H,MEM,116,GSW,108
202201130MEM,1/13/2022,H,MEM,116,MIN,108
202201140MEM,1/14/2022,H,MEM,85,DAL,112
202201170MEM,1/17/2022,H,MEM,119,CHI,106
202201190MIL,1/19/2022,A,MEM,114,MIL,126
202201210DEN,1/21/2022,A,MEM,122,DEN,118
202201230DAL,1/23/2022,A,MEM,91,DAL,104
202201260SAS,1/26/2022,A,MEM,118,SAS,110
202201280MEM,1/28/2022,H,MEM,119,UTA,109
202201290MEM,1/29/2022,H,MEM,115,WAS,95
202201310PHI,1/31/2022,A,MEM,119,PHI,122
202202020NYK,2/2/2022,A,MEM,120,NYK,108
202204070DEN,4/7/2022,A,MEM,109,DEN,122
202204010MEM,4/1/2022,H,MEM,122,PHO,114
202203300SAS,3/30/2022,A,MEM,112,SAS,111
202203280MEM,3/28/2022,H,MEM,123,GSW,95
202203260MEM,3/26/2022,H,MEM,127,MIL,102
202203230MEM,3/23/2022,H,MEM,132,BRK,120
202203200HOU,3/20/2022,A,MEM,122,HOU,98
202203150IND,3/15/2022,A,MEM,135,IND,102
202111300TOR,11/30/2021,A,MEM,98,TOR,91
202112020MEM,12/2/2021,H,MEM,152,OKC,79
202112040DAL,12/4/2021,A,MEM,97,DAL,90
202112060MIA,12/6/2021,A,MEM,105,MIA,90
202112080MEM,12/8/2021,H,MEM,96,DAL,104
202112110MEM,12/11/2021,H,MEM,113,HOU,106
202112130MEM,12/13/2021,H,MEM,126,PHI,91
202112150POR,12/15/2021,A,MEM,113,POR,103
202112190MEM,12/19/2021,H,MEM,100,POR,105
202204050UTA,4/5/2022,A,MEM,115,UTA,121
202203240MEM,3/24/2022,H,MEM,133,IND,103
202112090MEM,12/9/2021,H,MEM,108,LAL,95
202204090PHI,4/9/2022,A,IND,120,PHI,133
202204050IND,4/5/2022,H,IND,122,PHI,131
202204030IND,4/3/2022,H,IND,117,DET,121
202204010BOS,4/1/2022,A,IND,123,BOS,128
202203300IND,3/30/2022,H,IND,118,DEN,125
202203280IND,3/28/2022,H,IND,123,ATL,132
202203260TOR,3/26/2022,A,IND,91,TOR,131
202203200IND,3/20/2022,H,IND,129,POR,98
202203180HOU,3/18/2022,A,IND,121,HOU,118
202203130ATL,3/13/2022,A,IND,128,ATL,131
202203120SAS,3/12/2022,A,IND,119,SAS,108
202203080IND,3/8/2022,H,IND,124,CLE,127
202203060WAS,3/6/2022,A,IND,123,WAS,133
202203040DET,3/4/2022,A,IND,106,DET,111
202203020ORL,3/2/2022,A,IND,122,ORL,114
202202280ORL,2/28/2022,A,IND,103,ORL,119
202202270IND,2/27/2022,H,IND,128,BOS,107
202202250IND,2/25/2022,H,IND,125,OKC,129
202202160IND,2/16/2022,H,IND,113,WAS,108
202202150MIL,2/15/2022,A,IND,119,MIL,128
202202130IND,2/13/2022,H,IND,120,MIN,129
202202110IND,2/11/2022,H,IND,113,CLE,120
202202080ATL,2/8/2022,A,IND,112,ATL,133
202110200CHO,10/20/2021,A,IND,122,CHO,123
202110220WAS,10/22/2021,A,IND,134,WAS,135
202110230IND,10/23/2021,H,IND,102,MIA,91
202110250IND,10/25/2021,H,IND,109,MIL,119
202110270TOR,10/27/2021,A,IND,100,TOR,118
202111220CHI,11/22/2021,A,IND,109,CHI,77
202111240IND,11/24/2021,H,IND,116,LAL,124
202111260IND,11/26/2021,H,IND,114,TOR,97
202111280IND,11/28/2021,H,IND,100,MIL,118
202111290MIN,11/29/2021,A,IND,98,MIN,100
202112010IND,12/1/2021,H,IND,111,ATL,114
202112030IND,12/3/2021,H,IND,104,MIA,113
202112060IND,12/6/2021,H,IND,116,WAS,110
202112080IND,12/8/2021,H,IND,122,NYK,102
202112100IND,12/10/2021,H,IND,106,DAL,93
202112130IND,12/13/2021,H,IND,100,GSW,102
202112150MIL,12/15/2021,A,IND,99,MIL,114
